title,production_budget,domestic_gross_x,worldwide_gross,studio,genre_ids,original_language,popularity,vote_average,vote_count,date,Year,Month
How Do You Know?,120000000.0,30212620.0,49628177.0,,,,,,,,2010.0,12.0
Knight and Day,117000000.0,76423035.0,258751370.0,,"[28, 35]",en,17.713,6.0,2494.0,2010-06-23,2010.0,6.0
Venom,116000000.0,213511408.0,853628605.0,,[53],en,2.758,4.3,6.0,2011-07-15,2011.0,7.0
The Wolverine,115000000.0,132556852.0,416456852.0,Fox,"[28, 878, 12, 14]",en,4.323,6.3,6176.0,2013-07-25,2013.0,7.0
The Huntsman: Winterâs War,115000000.0,48003015.0,165149302.0,,,,,,,,2016.0,4.0
Gulliver's Travels,112000000.0,42779261.0,232017848.0,Fox,"[35, 12, 10751, 14]",en,10.768,5.1,1282.0,2010-12-25,2010.0,12.0
Ferdinand,111000000.0,84410380.0,289847930.0,Fox,"[16, 10751, 12, 35]",en,19.479,7.1,1425.0,2017-12-15,2017.0,12.0
Deadpool 2,110000000.0,324591735.0,786680557.0,Fox,"[28, 35, 12]",en,38.894,7.5,8773.0,2018-05-10,2018.0,5.0
Gravity,110000000.0,274092705.0,693698673.0,WB,"[878, 53, 18]",en,27.836,7.2,9586.0,2013-10-04,2013.0,10.0
San Andreas,110000000.0,155190832.0,456258539.0,WB (NL),"[28, 18, 53]",en,27.414,6.1,5125.0,2015-05-29,2015.0,5.0
The Smurfs,110000000.0,142614158.0,563749323.0,Sony,"[16, 10751, 12, 35, 14]",en,16.533,5.6,2112.0,2011-07-29,2011.0,7.0
The Divergent Series: Insurgent,110000000.0,130179072.0,295075882.0,LG/S,,,,,,,2015.0,3.0
300: Rise of an Empire,110000000.0,106580051.0,330780051.0,,"[28, 10752, 14]",en,23.68,6.0,3870.0,2014-03-07,2014.0,3.0
Passengers,110000000.0,100014699.0,302239672.0,,"[18, 10749, 878]",en,14.074000000000002,6.8,7869.0,2016-12-21,2016.0,12.0
The Green Hornet,110000000.0,98780042.0,229155503.0,Sony,"[28, 80, 35]",en,14.501,5.5,1897.0,2011-01-13,2011.0,1.0
Miss Peregrineâs Home for Peculiar Children,110000000.0,87242834.0,295986876.0,,,,,,,,2016.0,9.0
Real Steel,110000000.0,85463309.0,263880341.0,BV,"[28, 878, 18]",en,14.811,6.8,4566.0,2011-10-06,2011.0,10.0
The A-Team,110000000.0,77222099.0,177241171.0,Fox,"[53, 28, 12, 35, 80]",en,17.097,6.3,2703.0,2010-06-11,2010.0,6.0
The Smurfs 2,110000000.0,71017784.0,348547523.0,Sony,"[14, 10751, 35, 16]",en,12.941,5.7,1200.0,2013-07-31,2013.0,7.0
The Divergent Series: Allegiant,110000000.0,66184051.0,172022517.0,LG/S,,,,,,,2016.0,3.0
Ender's Game,110000000.0,61737191.0,127983283.0,LG/S,"[878, 28, 12]",en,15.533,6.6,3558.0,2013-11-01,2013.0,11.0
Ghost in the Shell,110000000.0,40563557.0,167910690.0,,"[28, 878, 53, 18]",en,21.308000000000003,6.0,5128.0,2017-03-31,2017.0,3.0
Men in Black: International,110000000.0,3100000.0,3100000.0,,,,,,,,2019.0,6.0
The Martian,108000000.0,228433663.0,655271443.0,Fox,"[18, 12, 878]",en,22.856,7.7,12172.0,2015-10-02,2015.0,10.0
Allied,106000000.0,40098064.0,119266661.0,Par.,"[28, 18, 10752, 10749, 53]",en,19.611,6.7,2765.0,2016-11-23,2016.0,11.0
Ice Age: Collision Course,105000000.0,64063008.0,402156682.0,Fox,"[12, 16, 10751, 35]",en,18.233,5.9,2430.0,2016-07-22,2016.0,7.0
Kingsman: The Golden Circle,104000000.0,100234838.0,408803696.0,Fox,"[28, 12, 35]",en,24.337,7.0,5531.0,2017-09-22,2017.0,9.0
The Hangover 3,103000000.0,112200072.0,362000072.0,,,,,,,,2013.0,5.0
A Wrinkle in Time,103000000.0,100478608.0,133401882.0,BV,"[12, 878, 10751, 14]",en,12.529000000000002,5.0,1073.0,2018-03-09,2018.0,3.0
Bumblebee,102000000.0,127195589.0,465195589.0,Par.,"[28, 12, 878]",en,43.078,6.5,2425.0,2018-12-21,2018.0,12.0
Cloud Atlas,102000000.0,27108272.0,130673154.0,WB,"[18, 878]",en,14.681,6.8,4505.0,2012-10-26,2012.0,10.0
Django Unchained,100000000.0,162805434.0,449948323.0,Wein.,"[18, 37]",en,21.26,8.0,15725.0,2012-12-25,2012.0,12.0
Little Fockers,100000000.0,148438600.0,310650574.0,Uni.,"[35, 10749]",en,12.153,5.6,1883.0,2010-12-21,2010.0,12.0
The Other Guys,100000000.0,119219978.0,170936470.0,Sony,"[28, 35, 80]",en,13.508,6.2,2187.0,2010-08-06,2010.0,8.0
The Wolf of Wall Street,100000000.0,116900694.0,389870414.0,Par.,"[80, 18, 35]",en,29.518,7.9,12411.0,2013-12-25,2013.0,12.0
Epic,100000000.0,107518682.0,262794441.0,Fox,"[16, 12, 10751, 14]",en,13.995,6.4,1670.0,2013-05-24,2013.0,5.0
The Expendables 2,100000000.0,85028192.0,311979256.0,LGF,"[28, 12, 53]",en,17.215999999999998,6.2,4219.0,2012-08-17,2012.0,8.0
Hercules,100000000.0,72688614.0,243388614.0,,"[28, 12]",en,23.922,5.6,2606.0,2014-07-25,2014.0,7.0
The Tourist,100000000.0,67631157.0,278731369.0,Sony,"[28, 53, 10749]",en,10.307,6.1,3133.0,2010-12-10,2010.0,12.0
Legend of the Guardians: The Owls of Ga'Hoole,100000000.0,55675313.0,139716717.0,WB,"[16, 12, 10751, 14]",en,10.754,6.6,1223.0,2010-09-24,2010.0,9.0
Wonder Park,100000000.0,45216793.0,115149422.0,,,,,,,,2019.0,3.0
The Expendables 3,100000000.0,39322544.0,209461378.0,LGF,"[28, 12, 53]",en,18.797,6.1,2876.0,2014-08-15,2014.0,8.0
Green Zone,100000000.0,35497337.0,97523020.0,Uni.,"[10752, 28, 12, 18, 53]",en,11.519,6.4,1176.0,2010-03-11,2010.0,3.0
Geostorm,100000000.0,33700160.0,220796009.0,WB,"[28, 878, 53]",en,13.653,5.8,2246.0,2017-10-20,2017.0,10.0
Point Break,100000000.0,28782481.0,126704591.0,,"[28, 80, 53]",en,9.435,5.6,1260.0,2015-12-25,2015.0,12.0
In the Heart of the Sea,100000000.0,25020758.0,89693309.0,WB,"[53, 18, 12, 28, 36]",en,14.33,6.6,2137.0,2015-12-11,2015.0,12.0
Transcendence,100000000.0,23022309.0,103039258.0,WB,[],en,0.6,5.5,2.0,2012-06-09,2012.0,6.0
Mortal Engines,100000000.0,15951040.0,85287417.0,Uni.,"[12, 14]",en,40.095,6.0,1751.0,2018-12-14,2018.0,12.0
Jin lÃ­ng shÃ­ san chai,100000000.0,311434.0,98227017.0,,,,,,,,2012.0,1.0
The Peanuts Movie,99000000.0,130178411.0,250091610.0,Fox,"[12, 35, 16, 10751]",en,11.344,6.6,894.0,2015-11-01,2015.0,11.0
The LEGO Movie 2: The Second Part,99000000.0,105806508.0,190325698.0,,,,,,,,2019.0,2.0
Alien: Covenant,97000000.0,74262031.0,238521247.0,Fox,"[27, 878, 53]",en,24.651,5.9,4971.0,2017-05-19,2017.0,5.0
Cinderella,95000000.0,201151353.0,534551353.0,,"[35, 10749]",ru,0.955,4.6,8.0,2012-06-06,2012.0,6.0
Ice Age: Continental Drift,95000000.0,161321843.0,879765137.0,Fox,"[16, 35, 12, 10751]",en,17.537,6.3,4598.0,2012-07-13,2012.0,7.0
Sex and the City 2,95000000.0,95347692.0,294680778.0,WB (NL),"[35, 18, 10749]",en,9.986,5.9,809.0,2010-05-27,2010.0,5.0
Percy Jackson & the Olympians: The Lightning Thief,95000000.0,88768303.0,223050874.0,,"[12, 14, 10751]",en,26.691,6.1,4229.0,2010-02-11,2010.0,2.0
The Campaign,95000000.0,86907746.0,104907746.0,WB,[35],en,10.265999999999998,5.7,982.0,2012-08-10,2012.0,8.0
Unstoppable,95000000.0,81562942.0,165720921.0,Fox,"[28, 53]",en,14.01,6.4,1913.0,2010-11-12,2010.0,11.0
Ben-Hur,95000000.0,26410477.0,91669648.0,,"[28, 12, 18]",en,10.11,5.6,1068.0,2016-08-19,2016.0,8.0
Seventh Son,95000000.0,17725785.0,108874967.0,Uni.,"[12, 14]",en,22.856,5.3,1549.0,2015-02-06,2015.0,2.0
Kingsman: The Secret Service,94000000.0,128261724.0,404561724.0,Fox,"[80, 35, 28, 12]",en,26.103,7.6,10287.0,2015-02-13,2015.0,2.0
Rise of the Planet of the Apes,93000000.0,176760185.0,470986200.0,Fox,"[53, 28, 18, 878]",en,22.995,7.2,7259.0,2011-08-04,2011.0,8.0
A Good Day to Die Hard,92000000.0,67349198.0,304249198.0,Fox,"[28, 53]",en,15.858,5.2,4437.0,2013-02-14,2013.0,2.0
The Secret Life of Walter Mitty,91000000.0,58236838.0,187861183.0,Fox,"[12, 35, 18, 14]",en,10.743,7.1,4859.0,2013-12-25,2013.0,12.0
Jumanji: Welcome to the Jungle,90000000.0,404508916.0,964496193.0,Sony,"[28, 12, 35, 14]",en,20.395,6.7,7213.0,2017-12-20,2017.0,12.0
Spider-Man: Into The Spider-Verse 3D,90000000.0,190173195.0,375381768.0,,,,,,,,2018.0,12.0
Rio,90000000.0,143619809.0,487519809.0,Fox,"[16, 12, 35, 10751]",en,14.695,6.6,3730.0,2011-04-15,2011.0,4.0
The Magnificent Seven,90000000.0,93432655.0,162525156.0,,"[12, 28, 37]",en,18.487,6.2,3647.0,2016-09-23,2016.0,9.0
Alvin and the Chipmunks: The Road Chip,90000000.0,85886987.0,249517956.0,Fox,"[12, 16, 35, 10751]",en,14.973,5.8,852.0,2015-12-18,2015.0,12.0
Pixels,90000000.0,78765986.0,244041804.0,Sony,[878],en,2.172,7.1,35.0,2010-04-01,2010.0,4.0
Percy Jackson: Sea of Monsters,90000000.0,68559554.0,200859554.0,Fox,"[12, 10751, 14]",en,15.762,5.9,3109.0,2013-08-07,2013.0,8.0
Now You See Me 2,90000000.0,65075540.0,328325007.0,LG/S,"[28, 35, 53]",en,25.805,6.8,6744.0,2016-06-10,2016.0,6.0
Tomb Raider,90000000.0,58250803.0,273477501.0,WB,"[28, 12, 14]",en,24.968000000000004,6.3,4310.0,2018-03-16,2018.0,3.0
Conan the Barbarian,90000000.0,21295021.0,63356133.0,,"[12, 14, 28]",en,17.046,5.2,1024.0,2011-08-19,2011.0,8.0
The Three Musketeers,90000000.0,20377913.0,139877913.0,,"[12, 28, 53]",en,11.932,5.7,1596.0,2011-10-20,2011.0,10.0
The Promise,90000000.0,8224288.0,10551417.0,,[],en,0.6,9.0,1.0,2013-10-16,2013.0,10.0
The Nutcracker in 3D,90000000.0,195459.0,20466016.0,Free,"[10402, 14, 28, 10751]",en,7.566,5.5,97.0,2010-11-24,2010.0,11.0
Bright,90000000.0,0.0,0.0,,"[28, 80, 14]",en,15.677,6.2,3181.0,2017-12-22,2017.0,12.0
Army of the Dead,90000000.0,0.0,0.0,,,,,,,,2019.0,12.0
The Predator,88000000.0,51024708.0,159487563.0,,"[878, 28, 53, 12, 27]",en,29.473000000000006,5.2,2018.0,2018-09-14,2018.0,9.0
Divergent,85000000.0,150947895.0,276014965.0,LG/S,"[28, 12, 878]",en,16.982,6.9,8279.0,2014-03-21,2014.0,3.0
Hotel Transylvania,85000000.0,148313048.0,378505812.0,Sony,"[16, 35, 10751, 14]",en,15.318,6.9,5013.0,2012-09-28,2012.0,9.0
Shazam!,85000000.0,139606856.0,362899733.0,,,,,,,,2019.0,4.0
Safe House,85000000.0,126181630.0,208542162.0,Uni.,"[28, 53]",en,13.116,6.4,1997.0,2012-02-10,2012.0,2.0
Tower Heist,85000000.0,78046570.0,150422946.0,Uni.,"[28, 35]",en,12.213,6.0,1592.0,2011-11-04,2011.0,11.0
Mirror Mirror,85000000.0,64935167.0,173613482.0,Rela.,"[12, 35, 18, 10751, 14]",en,13.220999999999998,5.8,2099.0,2012-03-30,2012.0,3.0
Arthur Christmas,85000000.0,46462469.0,149717124.0,Sony,"[18, 16, 10751, 35]",en,12.981,6.7,692.0,2011-11-23,2011.0,11.0
xXx: Return of Xander Cage,85000000.0,44898413.0,345033359.0,,"[28, 12, 80]",en,21.749,5.6,2452.0,2017-01-20,2017.0,1.0
Cats & Dogs: The Revenge of Kitty Galore,85000000.0,43585753.0,113026383.0,WB,"[35, 10751, 28, 14]",en,10.544,4.9,273.0,2010-07-30,2010.0,7.0
Scott Pilgrim vs. The World,85000000.0,31611316.0,48056764.0,,,,,,,,2010.0,8.0
The Greatest Showman,84000000.0,174340174.0,386665550.0,Fox,[18],en,22.009,8.0,5197.0,2017-12-20,2017.0,12.0
RED 2,84000000.0,53262560.0,141507355.0,,"[28, 35, 80, 53]",en,14.994000000000002,6.5,2368.0,2013-07-19,2013.0,7.0
The Expendables,82000000.0,103068524.0,268268174.0,LGF,"[53, 12, 28]",en,21.517,6.1,4647.0,2010-08-03,2010.0,8.0
The Hunger Games,80000000.0,408010692.0,677923379.0,LGF,"[878, 12, 14]",en,14.212,7.1,14587.0,2012-03-23,2012.0,3.0
The Hangover Part II,80000000.0,254464305.0,586464305.0,WB,[35],en,32.266,6.4,6231.0,2011-05-25,2011.0,5.0
The Lego Batman Movie,80000000.0,175750384.0,310660018.0,,"[28, 16, 35, 10751, 14]",en,19.352,7.2,2882.0,2017-02-10,2017.0,2.0
Hotel Transylvania 2,80000000.0,169700110.0,469500298.0,Sony,"[16, 35, 10751, 14]",en,16.553,6.7,3184.0,2015-09-25,2015.0,9.0
Grown Ups 2,80000000.0,133668525.0,247023808.0,Sony,[35],en,11.289,5.9,2090.0,2013-07-12,2013.0,7.0
Alvin and the Chipmunks: Chipwrecked,80000000.0,133107389.0,349088523.0,Fox,"[35, 14, 10751, 10402, 16]",en,12.672,5.5,1055.0,2011-12-16,2011.0,12.0
Shutter Island,80000000.0,128012934.0,299461782.0,Par.,"[18, 53, 9648]",en,18.06,8.1,12625.0,2010-02-18,2010.0,2.0
Just Go With It,80000000.0,103028109.0,214974953.0,Sony,,,,,,,2011.0,2.0
Yogi Bear,80000000.0,100246011.0,204774690.0,WB,"[35, 10751, 16, 12]",en,9.096,5.3,387.0,2010-12-17,2010.0,12.0
The Book of Eli,80000000.0,94835059.0,158750817.0,WB,"[28, 53, 878]",en,18.985,6.7,3495.0,2010-01-11,2010.0,1.0
Fury,80000000.0,85817906.0,210315681.0,,"[10752, 18, 28]",en,29.117,7.4,6653.0,2014-10-17,2014.0,10.0
Smallfoot,80000000.0,83240103.0,213691277.0,WB,"[16, 10751, 12, 14]",en,26.231,6.6,600.0,2018-09-28,2018.0,9.0
Zookeeper,80000000.0,80360866.0,170805525.0,Sony,"[35, 10749, 10751]",en,10.764,5.3,886.0,2011-07-08,2011.0,7.0
The Secret Life of Pets 2,80000000.0,63795655.0,113351496.0,,,,,,,,2019.0,6.0
Walking with Dinosaurs,80000000.0,36076121.0,123368842.0,Fox,"[16, 10751, 12]",en,10.56,5.4,210.0,2013-12-20,2013.0,12.0
The Last Witch Hunter,80000000.0,27367660.0,130818912.0,LG/S,"[14, 28, 12, 878]",en,16.685,5.8,2193.0,2015-10-23,2015.0,10.0
Pompeii,80000000.0,23169033.0,108469033.0,TriS,"[28, 12, 36, 10749, 18]",en,25.215,5.4,2078.0,2014-02-21,2014.0,2.0
Oceans,80000000.0,19422319.0,86787530.0,BV,"[99, 10751]",en,7.532,7.2,167.0,2010-04-21,2010.0,4.0
Journey 2: The Mysterious Island,79000000.0,103860290.0,318146162.0,WB (NL),"[12, 28, 878]",en,14.454,5.9,2152.0,2012-02-10,2012.0,2.0
Jack and Jill,79000000.0,74158157.0,150519217.0,Sony,[35],en,11.277,4.1,1124.0,2011-11-11,2011.0,11.0
Cloudy with a Chance of Meatballs 2,78000000.0,119793567.0,274392649.0,Sony,"[16, 10751, 35]",en,18.335,6.4,1679.0,2013-09-27,2013.0,9.0
AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ©,77600000.0,0.0,60680125.0,,,,,,,,2012.0,12.0
The Little Prince,77500000.0,1311213.0,102028919.0,EOne,"[12, 16, 14, 10751]",en,8.512,7.6,1493.0,2016-08-05,2016.0,8.0
Renegades,77500000.0,0.0,1521672.0,,"[53, 28]",fr,9.022,5.8,156.0,2018-12-21,2018.0,12.0
The Equalizer 2,77000000.0,102084362.0,190453132.0,Sony,"[53, 28, 80]",en,22.961,6.4,2089.0,2018-07-20,2018.0,7.0
Despicable Me 2,76000000.0,368065385.0,975216835.0,Uni.,"[16, 35, 10751]",en,19.014,6.9,7319.0,2013-07-03,2013.0,7.0
The Secret Life of Pets,75000000.0,368384330.0,886750534.0,Uni.,"[12, 35, 16, 10751]",en,9.909,6.1,5374.0,2016-07-08,2016.0,7.0
Dr. Seussâ The Grinch,75000000.0,270620950.0,511002426.0,,,,,,,,2018.0,11.0
Sing,75000000.0,270329045.0,634454789.0,Uni.,"[16, 35, 18, 10751]",en,17.572,6.9,4303.0,2016-12-21,2016.0,12.0
Despicable Me 3,75000000.0,264624300.0,1034727750.0,Uni.,"[28, 16, 35, 10751, 12]",en,16.407,6.3,4106.0,2017-06-30,2017.0,6.0
Grown Ups,75000000.0,162001186.0,272223430.0,Sony,[35],en,14.291,6.1,3171.0,2010-06-24,2010.0,6.0
Now You See Me,75000000.0,117723989.0,342769200.0,LG/S,"[53, 80]",en,16.646,7.4,9871.0,2013-05-31,2013.0,5.0
Christopher Robin,75000000.0,99215042.0,197504758.0,,"[12, 35, 10751, 14]",en,20.931,7.4,1280.0,2018-08-03,2018.0,8.0
Immortals,75000000.0,83504017.0,211562435.0,Rela.,"[14, 28, 18]",en,14.774,5.8,1431.0,2011-11-11,2011.0,11.0
Killers,75000000.0,47059963.0,95572749.0,LGF,"[28, 35, 53, 10749]",en,10.221,5.8,1314.0,2010-06-04,2010.0,6.0
The Man From U.N.C.L.E.,75000000.0,45445109.0,104949584.0,WB,,,,,,,2015.0,8.0
Sucker Punch,75000000.0,36392502.0,89758389.0,WB,"[28, 14, 53]",en,14.416,6.0,2716.0,2011-03-25,2011.0,3.0
Inferno,75000000.0,34343574.0,219519367.0,Sony,"[9648, 53, 18]",en,17.41,5.9,3877.0,2016-10-28,2016.0,10.0
PLAYMOBIL,75000000.0,0.0,0.0,,,,,,,,2019.0,8.0
355,75000000.0,0.0,0.0,,,,,,,,2019.0,12.0
Minions,74000000.0,336045770.0,1160336173.0,Uni.,"[10751, 16, 12, 35]",en,9.338,6.4,7343.0,2015-07-10,2015.0,7.0
The SpongeBob Movie: Sponge Out of Water,74000000.0,162994032.0,311013181.0,Par.,"[12, 35, 10751, 14, 16]",en,13.815,5.7,1165.0,2015-02-06,2015.0,2.0
The Angry Birds Movie,73000000.0,107509366.0,352327887.0,Sony,"[16, 12, 35]",en,17.998,6.0,1851.0,2016-05-20,2016.0,5.0
Oceanâs 8,70000000.0,140218711.0,297115976.0,,,,,,,,2018.0,6.0
Daddyâs Home 2,70000000.0,104029443.0,175807183.0,,,,,,,,2017.0,11.0
Olympus Has Fallen,70000000.0,98927592.0,172878928.0,FD,"[28, 53]",en,13.864,6.2,4086.0,2013-03-22,2013.0,3.0
Battle: Los Angeles,70000000.0,83552429.0,213463976.0,Sony,"[28, 878]",en,12.720999999999998,5.6,2049.0,2011-03-08,2011.0,3.0
War Horse,70000000.0,79883359.0,156815529.0,BV,"[18, 10752]",en,10.378,7.2,1849.0,2011-12-25,2011.0,12.0
The Monuments Men,70000000.0,78031620.0,158702748.0,Sony,"[10752, 18, 36, 28]",en,12.861,5.9,2229.0,2014-02-07,2014.0,2.0
Storks,70000000.0,72679278.0,183353431.0,WB,"[12, 16, 35, 10751]",en,12.101,6.5,1308.0,2016-09-23,2016.0,9.0
Underworld: Awakening,70000000.0,62321039.0,160379930.0,,"[14, 28, 27]",en,13.242,6.2,2588.0,2012-01-19,2012.0,1.0
The Lego Ninjago Movie,70000000.0,59281555.0,122737201.0,,"[28, 16, 12, 10751]",en,14.607,6.3,424.0,2017-09-22,2017.0,9.0
Dracula Untold,70000000.0,55991880.0,220241723.0,Uni.,"[27, 28, 18, 14, 10752]",en,29.043000000000006,6.2,3719.0,2014-10-03,2014.0,10.0
Wall Street 2: Money Never Sleeps,70000000.0,52474616.0,137431619.0,,,,,,,,2010.0,9.0
The Dilemma,70000000.0,48475290.0,70546865.0,Uni.,"[35, 18]",en,9.518,5.3,448.0,2011-01-13,2011.0,1.0
Rock of Ages,70000000.0,38518613.0,61031932.0,WB (NL),"[35, 18, 10402, 10749]",en,11.369000000000002,6.1,686.0,2012-06-15,2012.0,6.0
The Finest Hours,70000000.0,27569558.0,49252761.0,BV,"[28, 18, 36, 53]",en,12.673,6.4,943.0,2016-01-29,2016.0,1.0
Escape Plan,70000000.0,25135965.0,103735965.0,LG/S,"[28, 53]",en,17.88,6.7,2799.0,2013-10-18,2013.0,10.0
Killer Elite,70000000.0,25124986.0,65409046.0,ORF,"[28, 12, 53]",en,15.135,6.2,1093.0,2011-09-23,2011.0,9.0
The Legend of Hercules,70000000.0,18848538.0,58953319.0,LG/S,"[28, 12]",en,13.754,4.5,805.0,2014-01-10,2014.0,1.0
Legends of Oz: Dorothyâs Return,70000000.0,8462347.0,20107933.0,,,,,,,,2014.0,5.0
Blackhat,70000000.0,8005980.0,19665004.0,Uni.,"[80, 53, 28]",en,16.824,5.3,1165.0,2015-01-16,2015.0,1.0
Agora,70000000.0,619423.0,38992292.0,NM,,,,,,,2010.0,5.0
Despicable Me,69000000.0,251513985.0,543464573.0,Uni.,"[16, 10751, 35]",en,23.673,7.2,10057.0,2010-07-09,2010.0,7.0
Dinner for Schmucks,69000000.0,73026337.0,86796502.0,P/DW,[35],en,6.6320000000000014,5.6,920.0,2010-07-30,2010.0,7.0
Red Sparrow,69000000.0,46874505.0,145951861.0,Fox,"[9648, 53]",en,18.117,6.5,3406.0,2018-03-02,2018.0,3.0
The Twilight Saga: Eclipse,68000000.0,300531751.0,706102828.0,Sum.,"[12, 14, 18, 10749]",en,20.34,6.0,4909.0,2010-06-23,2010.0,6.0
Ted 2,68000000.0,81476385.0,217214143.0,Uni.,[35],en,17.684,6.1,4227.0,2015-06-26,2015.0,6.0
Hall Pass,68000000.0,45060734.0,87173475.0,WB (NL),"[35, 10749]",en,9.984,5.5,1009.0,2011-02-25,2011.0,2.0
Downsizing,68000000.0,24449754.0,54462971.0,Par.,"[35, 18, 878]",en,10.682,5.1,1887.0,2017-12-22,2017.0,12.0
Doctor Seuss' The Lorax,67500000.0,214030500.0,350976753.0,,,,,,,,2012.0,3.0
Abraham Lincoln: Vampire Hunter,67500000.0,37519139.0,137489730.0,Fox,"[28, 14, 27]",en,12.498,5.6,2009.0,2012-06-22,2012.0,6.0
Need for Speed,66000000.0,43568507.0,194169619.0,BV,"[28, 80, 18, 53]",en,13.723,6.1,2389.0,2014-03-14,2014.0,3.0
Lincoln,65000000.0,182207973.0,273346281.0,BV,"[36, 18]",en,12.693,6.8,2261.0,2012-11-16,2012.0,11.0
Hotel Transylvania 3: Summer Vacation,65000000.0,167500092.0,527079962.0,Sony,"[10751, 14, 35, 16]",en,26.815,6.8,1673.0,2018-06-30,2018.0,6.0
Les Miserables,65000000.0,148809770.0,442169052.0,,,,,,,,2012.0,12.0
Unbroken,65000000.0,115637895.0,163527824.0,Uni.,"[18, 10752]",en,12.354,7.4,2240.0,2014-12-25,2014.0,12.0
Spy!,65000000.0,110825712.0,232585748.0,,,,,,,,2015.0,6.0
Due Date,65000000.0,100539043.0,211739043.0,WB,"[35, 18]",en,12.445,6.3,2973.0,2010-11-04,2010.0,11.0
Annie,65000000.0,85911262.0,139829625.0,,"[35, 18, 10751]",en,13.422,6.1,770.0,2014-12-19,2014.0,12.0
Peteâs Dragon,65000000.0,76233151.0,137768975.0,,,,,,,,2016.0,8.0
The Dictator,65000000.0,59650222.0,180148897.0,Par.,[35],en,12.592,6.0,3042.0,2012-05-16,2012.0,5.0
This Means War,65000000.0,54760791.0,156974557.0,Fox,"[28, 35, 10749]",en,12.017,6.0,2096.0,2012-02-17,2012.0,2.0
Focus,65000000.0,53862963.0,168065700.0,,"[10749, 35, 80, 18]",en,10.704,6.8,4173.0,2015-02-27,2015.0,2.0
Red Dawn,65000000.0,44806783.0,48164150.0,,"[10752, 28, 53, 878]",en,13.904000000000002,5.4,849.0,2012-11-21,2012.0,11.0
Everest,65000000.0,43482270.0,221297061.0,,"[12, 18]",en,19.9,6.7,2874.0,2015-09-18,2015.0,9.0
Resident Evil: Retribution,65000000.0,42345531.0,240647629.0,SGem,"[28, 27, 878]",en,1.325,5.7,2321.0,2012-09-14,2012.0,9.0
"I, Frankenstein",65000000.0,19075290.0,74575290.0,LGF,"[27, 53]",en,12.7,5.2,1090.0,2014-01-24,2014.0,1.0
Sin City: A Dame to Kill For,65000000.0,13757804.0,40650842.0,,"[80, 53]",en,20.896,6.3,2210.0,2014-08-22,2014.0,8.0
Live by Night,65000000.0,10378555.0,21774432.0,,"[80, 18, 53]",en,11.322,6.2,759.0,2016-12-25,2016.0,12.0
Tian jiang xiong shi,65000000.0,74070.0,122519874.0,,,,,,,,2015.0,9.0
Air Strike,65000000.0,0.0,516279.0,,"[18, 10752, 28, 12]",en,6.971,3.9,56.0,2018-10-26,2018.0,10.0
Hop,63000000.0,108085305.0,188657593.0,Uni.,"[16, 35, 10751]",en,14.738,5.6,611.0,2011-04-01,2011.0,4.0
American Assassin,63000000.0,36249674.0,68310140.0,LGF,"[28, 53]",en,15.434,6.3,1596.0,2017-09-15,2017.0,9.0
The Hateful Eight,62000000.0,54117416.0,147864886.0,Wein.,"[80, 18, 9648, 37]",en,20.681,7.7,8065.0,2015-12-25,2015.0,12.0
Gone Girl,61000000.0,167767189.0,368567189.0,Fox,"[9648, 53, 18]",en,31.215,7.9,10459.0,2014-10-03,2014.0,10.0
Maze Runner: The Scorch Trials,61000000.0,81697192.0,310566162.0,Fox,"[28, 878, 53]",en,17.31,6.6,6365.0,2015-09-18,2015.0,9.0
2 Guns,61000000.0,75612460.0,132493015.0,Uni.,"[28, 35, 80]",en,14.8,6.5,2368.0,2013-08-02,2013.0,8.0
Maze Runner: The Death Cure,61000000.0,58032443.0,265878536.0,Fox,"[28, 878]",en,23.166,7.0,3894.0,2018-01-26,2018.0,1.0
A Dogâs Way Home,61000000.0,41952715.0,81149689.0,,,,,,,,2019.0,1.0
Mei Ren Yu,60720000.0,3229457.0,554516671.0,,,,,,,,2016.0,2.0
The Lego Movie,60000000.0,257784718.0,457729388.0,,"[12, 16, 35, 10751, 14]",en,19.375,7.4,4839.0,2014-02-07,2014.0,2.0
Sully,60000000.0,125070033.0,238524556.0,WB,"[18, 36]",en,18.148,7.1,3924.0,2016-09-09,2016.0,9.0
Red,60000000.0,90380162.0,196439693.0,Sum.,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
Eat Pray Love,60000000.0,80574010.0,206598789.0,Sony,[18],en,9.991,6.0,1208.0,2010-08-12,2010.0,8.0
Jack Reacher,60000000.0,80070736.0,217370736.0,Par.,"[80, 18, 53, 28]",en,18.312,6.4,4155.0,2012-12-21,2012.0,12.0
Contagion,60000000.0,75658097.0,137551594.0,WB,"[18, 53, 878]",en,10.444,6.3,2128.0,2011-09-09,2011.0,9.0
London Has Fallen,60000000.0,62524260.0,195194085.0,Focus,"[28, 53]",en,15.287,5.9,2591.0,2016-03-04,2016.0,3.0
Jack Reacher: Never Go Back,60000000.0,58697076.0,159946489.0,Par.,"[28, 53]",en,17.085,5.6,2831.0,2016-10-21,2016.0,10.0
Baywatch,60000000.0,58060186.0,175863783.0,Par.,"[28, 35]",en,14.429,6.1,4748.0,2017-05-26,2017.0,5.0
